acc1,epoch,loss,model_id
9.576000213623047,0.0,10.030838854446412,0.0
13.323999404907227,1.0,9.245317082824707,0.0
12.76200008392334,2.0,10.373492776374817,0.0
15.937999725341797,3.0,9.28453047897339,0.0
17.29399871826172,4.0,8.61513191783905,0.0
17.22599983215332,5.0,8.831554269866944,0.0
18.071998596191406,6.0,8.675009195098877,0.0
18.20400047302246,7.0,8.627359272842407,0.0
19.920000076293945,8.0,8.19617192205429,0.0
20.642000198364258,9.0,8.163262025527954,0.0
20.395999908447266,10.0,7.928020194778442,0.0
20.687999725341797,11.0,7.973683949489594,0.0
20.812000274658203,12.0,7.822463267917633,0.0
21.43000030517578,13.0,7.700728240222931,0.0
22.31399917602539,14.0,7.551564691753388,0.0
22.68199920654297,15.0,7.4445061227226255,0.0
21.805999755859375,16.0,7.593860885066986,0.0
22.63599967956543,17.0,7.251325375785828,0.0
23.355998992919922,18.0,7.176667593479157,0.0
25.583999633789062,19.0,6.540815780372619,0.0
24.371999740600586,20.0,6.986252180461883,0.0
24.40199851989746,21.0,6.6726864761924745,0.0
25.369998931884766,22.0,6.561049161453247,0.0
26.411998748779297,23.0,6.438175439910888,0.0
26.547998428344727,24.0,6.333037316646576,0.0
26.90399932861328,25.0,6.338282919788361,0.0
27.417999267578125,26.0,6.153910836582184,0.0
27.58799934387207,27.0,6.172201401138306,0.0
27.649999618530273,28.0,6.19810800069809,0.0
27.01799964904785,29.0,6.2220854068183895,0.0
27.665998458862305,30.0,6.069934493408203,0.0
26.821998596191406,31.0,6.17342574426651,0.0
28.953998565673828,32.0,5.877030234889984,0.0
28.865999221801758,33.0,5.860716495761872,0.0
28.785999298095703,34.0,5.936737447776794,0.0
30.027999877929688,35.0,5.564470531558991,0.0
29.70800018310547,36.0,5.53750826795578,0.0
30.123998641967773,37.0,5.5429683055877685,0.0
29.84000015258789,38.0,5.544653368206024,0.0
31.697999954223633,39.0,5.19132871843338,0.0
30.963998794555664,40.0,5.217035341663361,0.0
31.165998458862305,41.0,5.1082804239654545,0.0
31.236000061035156,42.0,5.237303567619324,0.0
32.459999084472656,43.0,5.011742690277099,0.0
32.39999771118164,44.0,5.000994413566589,0.0
31.851999282836914,45.0,4.932039713840485,0.0
32.53199768066406,46.0,4.949242782535553,0.0
32.64400100708008,47.0,4.965871722831726,0.0
32.08799743652344,48.0,5.011236734886169,0.0
